shape class,shape path,face count,vertex count,is manifold,bbox size,bbox x position,bbox y position,bbox z position,angle x axis,angle y axis,angle z axis
AircraftBuoyant,data/normalized//AircraftBuoyant/m1337.obj,9998,5003,True,1.7320508,0.5007508397102356,0.49634040892124176,0.49771009385585785,-1.0,1.0,-1.0
AircraftBuoyant,data/normalized//AircraftBuoyant/m1338.obj,9994,5001,True,1.7320507,0.5005853176116943,0.49917927384376526,0.4995338022708893,1.0,-0.9999999999999951,-0.9999999999999951
AircraftBuoyant,data/normalized//AircraftBuoyant/m1340.obj,9965,5024,True,1.7320508,0.49999575316905975,0.49977388978004456,0.4990638941526413,-1.0,0.9999999999999978,-0.9999999999999978
AircraftBuoyant,data/normalized//AircraftBuoyant/m1341.obj,9988,5002,True,1.7320508,0.5,0.5000022724270821,0.4999772533774376,-1.0,1.0,-1.0
AircraftBuoyant,data/normalized//AircraftBuoyant/m1343.obj,9998,5005,True,1.7320508,0.4998724162578583,0.49845603108406067,0.4999144375324249,-1.0,1.0,-1.0
AircraftBuoyant,data/normalized//AircraftBuoyant/m1344.obj,9773,5065,False,1.7320508,0.5000251084566116,0.5004789978265762,0.4999488741159439,1.0,-0.9999999999999999,-0.9999999999999999
AircraftBuoyant,data/normalized//AircraftBuoyant/m1345.obj,9403,5013,True,1.7320508,0.49999843537807465,0.4999936670064926,0.4997188001871109,1.0,-0.999999999999999,-0.999999999999999
AircraftBuoyant,data/normalized//AircraftBuoyant/m1350.obj,9992,5009,True,1.7320508,0.5016811490058899,0.4865948557853699,0.5001974478363991,1.0,-1.0,-1.0
AircraftBuoyant,data/normalized//AircraftBuoyant/m1351.obj,8972,5027,True,1.7320508,0.4984578490257263,0.49974478781223297,0.5001871697604656,1.0,-1.0,-1.0
AircraftBuoyant,data/normalized//AircraftBuoyant/m1352.obj,9923,5160,True,1.7320508,0.4992876201868057,0.4992222338914871,0.4997077062726021,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00045.obj,6516,5033,True,1.7320508,0.46095098555088043,0.4824502617120743,0.47278985381126404,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00086.obj,8825,4994,False,1.7320508,0.49589723348617554,0.4981939345598221,0.4994974210858345,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00138.obj,9910,5045,False,1.7320508,0.4946126341819763,0.5045182853937149,0.49953026324510574,-1.0,1.0,-1.0
Apartment,data/normalized//Apartment/D00156.obj,7366,4951,False,1.7320507,0.48666709661483765,0.4938254952430725,0.5036436319351196,-1.0,1.0,-1.0
Apartment,data/normalized//Apartment/D00310.obj,5730,5064,False,1.7320507,0.5012185573577881,0.49925824999809265,0.5071518942713737,1.0,1.0,1.0
Apartment,data/normalized//Apartment/D00478.obj,5485,5077,False,1.7320507,0.4977239519357681,0.4752609580755234,0.5449096113443375,-1.0,1.0,-1.0
Apartment,data/normalized//Apartment/D00496.obj,3324,5004,True,1.7320508,0.49923138320446014,0.49815739691257477,0.49824175238609314,-1.0,-1.0,1.0
Apartment,data/normalized//Apartment/D00626.obj,3664,5186,False,1.7320508,0.4944334328174591,0.5054332092404366,0.4866269454360008,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00639.obj,8883,4849,False,1.7320508,0.5131268203258514,0.49071601033210754,0.47810082137584686,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00651.obj,7329,4961,False,1.7320508,0.496782124042511,0.48186150193214417,0.5030499398708344,-1.0,1.0,-1.0
Apartment,data/normalized//Apartment/D00681.obj,5935,5147,False,1.7320508,0.5048091411590576,0.5197774767875671,0.5012987852096558,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00780.obj,7227,5160,True,1.7320508,0.5004606395959854,0.49962544441223145,0.4947914183139801,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00859.obj,9397,5009,False,1.7320508,0.5046675652265549,0.4782852977514267,0.5017704889178276,-1.0,1.0,-1.0
Apartment,data/normalized//Apartment/D00860.obj,5451,5077,False,1.7320508,0.4967968910932541,0.4766516536474228,0.5429142639040947,1.0,-1.0,-1.0
Apartment,data/normalized//Apartment/D00869.obj,7007,4930,False,1.7320508,0.49800436198711395,0.48671190440654755,0.486725851893425,-1.0,1.0,-1.0
