shape class,shape path,face count,vertex count,is manifold,bbox size,bbox x position,bbox y position,bbox z position,angle x axis,angle y axis,angle z axis
AircraftBuoyant,data/original/AircraftBuoyant/m1337.obj,340,201,True,1.6454483,0.01788302045315504,-0.02499998826533556,0.01788302045315504,0.0013793313705841488,-0.0016294909790993506,-0.8605371002185614
AircraftBuoyant,data/original/AircraftBuoyant/m1338.obj,16960,8761,True,1.6454483,-0.004028988070785999,-0.02499998826533556,-0.006450486369431019,0.0010894154538566507,-0.001099924576855463,-0.9998595836728676
AircraftBuoyant,data/original/AircraftBuoyant/m1339.obj,6173,1878,False,1.6454483,0.15896402578800917,-0.02499998826533556,0.14909403305500746,0.00532141832427317,0.0017467389560633618,-0.009944402837600444
AircraftBuoyant,data/original/AircraftBuoyant/m1340.obj,1457,778,False,1.6454483,0.2786570219323039,-0.02499998826533556,0.2786555169150233,0.0011688742834544284,-0.0011940488400642682,-0.9999719738859777
AircraftBuoyant,data/original/AircraftBuoyant/m1341.obj,824,425,True,1.6454483,0.27271251659840345,-0.02499998826533556,0.27271251659840345,-0.00020784335160227267,0.00020784335158353516,-0.9999999999988904
AircraftBuoyant,data/original/AircraftBuoyant/m1342.obj,2305,1252,False,1.6454483,0.15670652966946363,-0.02499998826533556,0.1578200338408351,0.06036779773225268,-0.027851867180584165,-0.1715279368196518
AircraftBuoyant,data/original/AircraftBuoyant/m1343.obj,344,178,True,1.6454483,0.10703952889889479,-0.02499998826533556,0.10703952889889479,3.4626011787366407e-07,-2.909754013038575e-07,4.093762656398468e-11
AircraftBuoyant,data/original/AircraftBuoyant/m1344.obj,1930,1093,False,1.6454483,0.12545050960034132,-0.02499998826533556,0.12545003276318312,0.0010163644223283815,-0.001018749474110054,-0.9999707975936946
AircraftBuoyant,data/original/AircraftBuoyant/m1345.obj,6000,3174,True,1.6454483,0.16186152677983046,-0.02499998826533556,0.16186152677983046,0.001118494814988342,-0.0009475903111521472,0.03933484765815202
AircraftBuoyant,data/original/AircraftBuoyant/m1346.obj,1375,742,True,1.6454483,0.30146052222698927,0.28513752203434706,-0.02499998826533556,0.0015513729798630007,0.999857907557061,0.0014128418103439102
AircraftBuoyant,data/original/AircraftBuoyant/m1347.obj,6274,3055,False,1.6454483,0.3064570305868983,0.25255953054875135,-0.02499998826533556,-0.0004258182420248909,0.9999195681469129,-0.00035215203294447186
