shape class,shape path,face count,vertex count,is manifold,bbox size,bbox x position,bbox y position,bbox z position,angle x axis,angle y axis,angle z axis
Apartment,data/original/Apartment/D00626.obj,64688,73184,False,3.1054304,0.8859340250492096,1.0297750383615494,0.9616140127182008,0.9996602935795262,-0.9859010611239604,-0.9862310482816252
Bicycle,data/original/Bicycle/D00040.obj,50650,25426,False,3.2991998,0.9409700036048888,0.8090739846229553,0.953416496515274,0.9992177145525436,-0.9962149498291296,-0.9969810887533914
Bicycle,data/original/Bicycle/D00462.obj,111471,56754,False,3.3166316,0.9814320504665376,0.9488400518894196,0.9769630506634712,0.9991882708628338,-0.9989143855046932,-0.9992936897181413
Bicycle,data/original/Bicycle/D00536.obj,60488,30832,False,3.3053,0.885705977678299,0.8905644714832306,0.9655344486236572,0.9871883665356964,-0.9872706413868484,-0.999842297727568
Bicycle,data/original/Bicycle/D00555.obj,64544,34364,False,3.3369725,0.953013002872467,0.8317335098981857,0.9526485055685044,0.9996740229026806,-0.99967864211735,-0.999978287847856
Bicycle,data/original/Bicycle/D00930.obj,57224,29173,True,3.001185,0.7387289702892303,0.6999669373035431,0.8690884560346603,0.999817762359257,-0.9999172075428686,-0.999883398565939
Bicycle,data/original/Bicycle/D00931.obj,64230,32603,False,3.066426,0.920572966337204,0.743635967373848,1.033695973455906,0.9833069786724412,-0.9659882207252148,-0.9778453073495812
Biplane,data/original/Biplane/D00634.obj,77264,48973,True,3.3513935,0.9580459892749786,0.938198983669281,1.0059849619865415,-0.9995457937712188,0.9965909617287788,-0.9967005054751578
Biplane,data/original/Biplane/D00890.obj,47490,45079,False,3.0680578,0.8891689479351044,0.9211579859256744,0.8547839671373367,-0.0416620561781716,-0.0415737629778441,0.9998854190470003
Biplane,data/original/Biplane/D00900.obj,49863,27750,False,3.4371943,1.1791100800037384,1.1994595527648926,0.943865068256855,-0.0318159934433824,-0.0337162638829752,0.997793768332784
Biplane,data/original/Biplane/m1120.obj,129881,65722,False,1.6454483,-0.0249999882653355,0.277481528930366,0.017930525355041,-0.115688064294857,-0.0168089741890467,0.1443929925335388
Car,data/original/Car/D00236.obj,45234,26709,False,3.2691836,1.0796799957752228,0.908348023891449,0.8999230265617371,0.9967921493971612,-0.9956695681532656,-0.9972854440162514
Car,data/original/Car/D00260.obj,57440,38335,False,3.345295,1.0268699824810028,0.8650709837675095,1.033993974328041,0.985393116404783,0.9771459086629852,0.9787476068390764
Car,data/original/Car/D00405.obj,24552,62279,False,3.1584742,0.7958159744739532,0.8647789508104324,0.8374464511871338,0.9985583417928224,-0.9980231572811936,-0.9992524819132808
Car,data/original/Car/D00452.obj,47667,25495,False,3.042079,1.0114500522613523,0.8004885315895081,0.8525605201721191,0.9995952213010336,-0.992936179018226,-0.9932645006541028
Car,data/original/Car/D00671.obj,37380,29817,False,3.2783046,1.047080010175705,0.9512414932250975,0.9794459939002992,0.9998194596333728,-0.999766420561407,-0.9999445999721288
Car,data/original/Car/D00803.obj,50126,25807,False,3.319103,0.9025050103664398,0.8972580283880234,0.959447517991066,0.9990288409494584,-0.999183780966908,-0.9993770655636488
Car,data/original/Car/m1509.obj,95017,47558,False,1.6454483,0.1862170277163386,0.2692830292508006,-0.0249999882653355,-0.0004838324174361,0.0004116523180996,-0.0377491134954455
Car,data/original/Car/m1510.obj,109357,54710,True,1.6454483,0.2184820203110575,0.3398345215246081,-0.0249999882653355,0.0085911366225943,0.0086959200229145,0.0448099808363104
Car,data/original/Car/m1544.obj,116378,60326,False,1.6454483,0.2225865302607417,0.3364515183493495,-0.0249999882653355,0.0072552065475479,0.0059370188203624,0.0058871943294755
Car,data/original/Car/m1556.obj,119540,35131,False,1.6454483,-0.0249999882653355,0.295652019791305,0.2796845166012645,0.9989980777480482,-0.0289389301315616,-0.0291861276718382
Cellphone,data/original/Cellphone/D00152.obj,74103,44041,True,3.3610394,1.0128599405288696,1.0041424632072449,0.9365349598228933,0.9999709712920304,0.9999300780671428,0.999902532947152
Cellphone,data/original/Cellphone/D00362.obj,53829,29805,True,3.2231975,0.845253974199295,0.8414154946804047,0.8959359973669052,0.9988803708807422,-0.9991940141929104,-0.9996143816983948
Chess,data/original/Chess/m1593.obj,50984,25650,False,1.6454483,-0.0249999882653355,0.328909027390182,-0.0249964715912938,3.1046637209539486e-06,0.0006573429865916,3.2547511158383182e-06
Chess,data/original/Chess/m1595.obj,121343,60671,False,1.6454483,-0.0249999882653355,0.3663605256006121,-0.0249999882653355,0.7328268884342203,0.121525804604112,0.0654380229070053
City,data/original/City/D01101.obj,35805,26070,False,1.6454483,0.2158145187422633,0.4012415250763297,-0.0249999882653355,0.0749287038800572,0.0271674209510638,0.0227599771406709
DeskPhone,data/original/DeskPhone/D00316.obj,94497,48093,True,2.4950469,0.6286420226097107,0.6662349998950958,0.7409034967422485,0.8430299438280446,-0.8431421713896112,-0.999740674256789
DeskPhone,data/original/DeskPhone/D00403.obj,54523,27361,False,2.9278014,1.1483399868011477,0.7886220067739487,0.5839169770479202,0.9411758375286026,-0.9338440685240578,-0.9856501982558544
DeskPhone,data/original/DeskPhone/D00511.obj,60638,31349,True,2.8064106,0.8975639641284943,0.8548979759216309,0.7382954619824886,0.9985573018300906,-0.993357143107585,-0.9933612906315248
DeskPhone,data/original/DeskPhone/D00706.obj,51962,44937,False,2.670528,0.7790210545063019,0.6793990433216095,0.8016935288906097,0.996754647649975,-0.9987996527303216,-0.9973375243066732
DeskPhone,data/original/DeskPhone/D00897.obj,53857,27510,False,3.2735138,1.0191600620746613,1.0630100518465042,0.98340705037117,0.9998381052727336,-0.99269652105575,-0.9926115641518696
DeskPhone,data/original/DeskPhone/D00899.obj,79652,39872,True,2.5881448,0.7145380079746246,0.7529600262641907,0.7448185235261917,0.9925521792558816,-0.9924124083640894,-0.9996917317330452
FloorLamp,data/original/FloorLamp/D00580.obj,46682,39647,True,3.414369,1.142689973115921,0.8315320014953613,0.964634507894516,0.9988704538870554,0.0012842556110387,0.0012040818340844
Guitar,data/original/Guitar/D00041.obj,50370,28373,True,2.4577956,0.954515978693962,0.6997304856777191,0.7158964844420552,0.9996341321700424,0.9994438832267254,0.9994019507080124
